F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
3.3194,8.832,1,2271.759,1.25573,-6314.88,-7.12836,-2151.8,-47.033,-3.7102,6.81,-1.96,-7066.34,0,-3.4053,2995.5,12840.874,12.4626,-126.76,,FALSE
4.845,6.95,0,5548.26,1.496,-7768.14,-7.2252,-2031.57,-47.153,-3.7069,10.25,-0.96,-7192.58,1,-3.2289,2804.7,12815.684,10.3893,-547,22.84,TRUE
4.038,7.5246,0,2850.96,1.9349,-3337.98,-7.8039,-2128.23,-44.873,-3.5574,5.161,-0.96,-7209.02,1,-4.857,2184.66,12835.772,13.626,-164.78,,TRUE
6.382,11.202,1,2460.9,1.8113,-8049.36,-8.6172,-1599.47,-43.541,-6.194,5.2974,-0.96,-7193,1,-3.786,1841.22,12820.922,10.1022,-1130.8,26.32,TRUE
3.843,7.469,1,4056.66,1.28733,1891.02,-8.8131,-2031.1,-99.25,-3.38299,6.924,-0.96,-6969.7,0,-6.933,1824.12,12884.52,11.4054,-252.12,19.26,FALSE
3.88,7.9198,0,3136.56,1.28704,-8456.28,-8.5998,-1797.67,-54.56,-3.5897,5.3708,-0.96,-7090.46,0,-3.2403,2833.2,12763.86,18.366,-329.46,23.86,TRUE
3.3171,7.2312,1,2630.46,3.369,-11704.98,-8.5923,1398.83,-63.05,-3.4358,4.7303,-1.96,-7237.392,1,-6.507,2009.13,13021.12,17.928,-355.08,19.54,FALSE
3.591,8.17,1,2339.79,2.589,-7674.9,-7.3632,-2044.78,-56.96,-3.6187,13.704,-0.96,-7438.48,1,-6.135,2615.4,12766.6,11.5221,-366.24,,FALSE
2.6379,10.85,1,2309.394,1.232075,-5346.78,-9.0858,-1905.07,-50.114,-3.6632,5.397,-0.96,-8005.5,1,-2.3436,1420.2,12763.04,9.68757,1732.4,,FALSE
3.2456,6.8086,1,1016.16,1.5529,-7878.513,-7.2261,-1933.57,-57.12,-4.973,7.728,-0.96,-7883.7,0,-4.044,3145.5,13139.16,10.4652,-552.2,,TRUE
4.988,9.302,1,2689.86,1.32429,-8019.9,-7.5093,-2427.77,-46.218,-4.357,5.1508,-1.96,-7005.5,0,-2.211,4346.1,12844.056,11.541,-262.26,,TRUE
4.559,7.474,0,3359.76,1.7377,-7990.05,-7.527,-1889.37,-47.717,-5.799,5.9896,-1.96,-7132.16,1,-4.77,2044.71,12886.14,12.3909,-419.72,,TRUE
3.556,7.6708,0,2329.71,2.775,-7368.48,-8.7966,-1900.17,-82.75,-3.6882,5.0486,-0.96,-7253.748,1,-1.6977,6497.1,12996.4,13.122,-269.46,,FALSE
2.9277,9.686,1,2543.91,1.2305817,-7183.38,-8.0274,-169.17,-64.11,-4.1238,4.7379,-1.96,-7211.74,0,-1.7127,1189.2,12831.982,12.579,-270.82,,TRUE
2.8097,8.29,0,2756.76,1.6067,-6729.48,-7.2219,-2149.61,-43.194,-4.2533,10.018,-1.96,-5207.7,1,-2.1912,442.8,12793.54,9.8328,2286.4,,TRUE
4.711,8.938,1,2355.33,1.7252,-6993.48,-6.9909,-1522.37,-42.0212,-4.354,5.1664,-0.96,-7487.3,1,-6.765,2807.4,12780.8,9.9039,416.8,19.04,FALSE
3.2658,14.998,1,2326.05,1.8457,-7458.18,-8.2026,-1321.17,-52.27,-4.521,4.988,-1.96,-7332.8,0,-3.0945,1178.7,12812.762,14.646,-289.254,,TRUE
2.6194,6.9694,1,3081.06,1.2304508,-9455.28,-7.5405,-1841.37,-93.76,-3.4873,5.9052,-1.96,-7222.24,0,-2.8065,2673.3,12814.334,10.56,-607.2,,FALSE
2.8614,6.6735,1,3720.96,1.27572,-6753.18,-7.06896,-562.17,-52.95,-4.1327,4.7685,-0.96,-7845.1,1,-2.3769,1463.1,12817.166,15.516,-247.24,15.12,FALSE
5.736,7.932,1,2290.185,2.1885,-6889.68,-8.7819,-2001.16,-54.19,-3.8287,6.802,-0.96,-7323.82,1,-1.6878,7724.1,12829.922,10.5864,-116.82,19.58,FALSE
2.9526,6.99,1,3603.96,2.1535,-6487.98,-9.4104,-2134.89,-49.713,-3.8745,7.332,-0.96,-6515.9,0,-6.213,2027.28,12754.94,10.5357,208.2,24.08,FALSE
2.753,7.2,0,2121.09,1.4238,-7165.98,-7.8276,-2399.87,-46.432,-4.372,5.3482,-0.96,-6741.3,0,-1.5546,8768.1,12887.98,10.6827,261.2,19.98,TRUE
5.491,6.72792,1,8047.26,1.3575,-8380.68,-7.12842,-1878.57,-63.26,-4.687,6.826,-0.96,-7182.14,0,-2.9439,1533,12839.432,11.4774,-657.8,21.52,FALSE
4.61,7.5266,1,2138.58,1.31705,-3940.98,-7.00395,-2021.59,-54.15,-3.4925,8.898,-0.96,-7355.72,1,-3.1713,1913.07,12920,11.5242,-201.18,17.66,FALSE
3.615,9.792,0,2552.01,2.0022,-6498.18,-11.337,-1932.57,-46.549,-3.6575,5.848,-0.96,-7292.86,0,-2.8728,3720.9,12880.5,12.0768,-264.06,,TRUE
6.309,7.0324,0,4770.96,2.1179,-1204.98,-9.936,-2153.6,-48.469,-3.40001,8.142,-1.96,-7106.62,1,-6.429,2510.4,12880.7,14.778,-217.66,26,TRUE
4.567,8.49,0,2133.81,1.4497,-7909.104,-7.305,-2083.081,-46.938,-3.7564,6.802,-1.96,-7229.762,0,-1.5618,9908.1,12713.58,11.9385,-250.24,,TRUE
3.784,10.026,1,2222.61,1.8981,-8070.18,-12.621,-2214.97,-48.429,-3.4657,5.4016,-1.96,-6970.9,0,-1.5609,1065.3,12855.66,16.104,-275.62,,FALSE
3.2491,7.7654,0,2263.065,1.6138,-8124.42,-7.02375,-1562.17,-43.312,-4.805,5.0594,-0.96,-7389.44,0,-13.629,2433.6,12835.498,10.3743,-599,20.54,TRUE
2.60311,9.598,1,2652.36,3.192,-6499.98,-7.2645,-2174.43,-60.16,-3.553,7.194,-0.96,-43.7,1,-9.744,2074.911,12855.24,10.8417,-52.8,21.62,TRUE
3.3121,9.124,1,2482.23,1.7247,-6911.88,-7.09674,-1526.67,-46.988,-3.9153,4.8886,-0.96,-7199.44,1,-8.211,2013.6,12894.64,10.0188,58.2,21.66,TRUE
6.728,9.332,0,2341.14,4.522,-6916.98,-7.7553,-2133.09,-48.699,-3.942,8.656,-1.96,-7160.24,1,-4.617,1951.89,12824.592,17.025,-229.3,,FALSE
5.994,10.808,0,2348.55,1.27181,-8127.99,-7.07862,-1736.77,-46.719,-5.524,5.6364,-0.96,-7232.806,1,-2.952,2249.19,118370.16,9.68424,-3121.6,,FALSE
2.9135,8.766,0,3049.86,1.5633,-7913.397,-9.246,-2106.18,-45.055,-4.596,6.3292,-0.96,-5660.1,1,-1.7382,2502.9,12850.94,11.7114,-320.68,,FALSE
2.7744,11.336,1,2473.5,1.8702,-5976.18,-9.2877,-3568.17,-43.311,-3.6077,4.79164,-0.96,-5530.1,1,-3.1791,3156,13419.76,13.326,-175.16,20.82,FALSE
4.525,8.1088,0,2092.44,1.5946,-7474.38,-8.6733,-1533.77,-49.886,-4.469,5.1122,-0.96,-7358.72,0,-4.0116,1838.58,12784.54,12.2346,-261.8,,FALSE
3.2961,6.8812,1,2843.46,1.9963,-7287.48,-10.362,-2538.87,-42.2294,-4.2031,5.035,-1.96,-6809.1,0,-1.4529,1714.8,13019.66,16.476,-232.54,,FALSE
4.32,7.829,1,2782.56,1.32407,-8482.68,-12.381,-2046.46,-53.22,-4.0755,10.816,-0.96,-7196.74,0,-2.0157,6806.1,12863.26,11.2908,-486.14,,TRUE
2.6244,8.4932,1,2089.92,1.31961,-8103.48,-6.97971,-2337.97,-55.03,-4.2622,5.7526,-0.96,-3591.7,1,-2.0892,5255.1,12893.8,13.989,-241.2,18.56,FALSE
2.60962,8.69,0,2600.16,1.6065,-5614.38,-10.365,-2083.944,-81.35,-3.6432,9.292,-1.96,-4891.7,0,-7.038,1989.39,13083.96,13.686,-207.86,19.76,FALSE
5.589,6.773,0,977.76,1.231137,-6169.68,-7.2252,-2137.76,-47.542,-3.6959,10.178,-0.96,-7186.6,0,-1.6728,9122.1,12952.44,10.77,255.6,,TRUE
4.654,9.328,1,2123.85,1.4056,-8426.58,-8.49,-1981.28,-44.265,-3.5387,5.6954,-0.96,-7186.68,0,-5.127,1789.2,12893.12,12.3582,-314.488,,FALSE
3.568,8.525,0,2881.26,1.5619,-7547.88,-10.818,-6005.17,-43.366,-4.0916,4.74258,-1.96,-6318.3,0,-4.356,1840.05,12589.76,19.476,-250.92,,FALSE
2.9432,7.1348,0,3759.66,1.26654,-8403.78,-10.605,-2212.27,-48.254,-4.1156,6.1058,-0.96,-5504.9,1,-13.887,2116.272,12835.696,13.383,-309.172,,FALSE
2.6214,8.95,1,2427.78,1.5745,-7328.88,-9.3414,-2006.85,-60.05,-3.9582,6.802,-0.96,-7281.92,1,-7.872,2232.57,12843.25,13.491,-276.4,,FALSE
4.031,9.394,0,2248.32,1.31259,-8045.4,-8.4114,-2205.17,-70.86,-5.201,6.712,-1.96,-6790.3,1,-4.284,1536.6,19776.16,9.8394,131.8,,FALSE
2.6348,7.8378,1,2266.854,1.31922,-7465.38,-7.1754,-1599.47,-62.98,-5.038,5.3762,-0.96,-10161.7,0,-3.3777,1931.97,12800.24,10.0362,-52.4,,FALSE
3.721,6.71178,1,-1045.74,2.891,-8437.38,-11.364,-1822.17,-66.39,-4.266,5.002,-1.96,-6994.7,1,-1.413,-6183.9,12837.496,11.2314,-437,,FALSE
3.1357,7.9804,0,2180.34,1.235888,-7608.72,-7.8162,-2033.97,-43.473,-6.216,8.774,-1.96,-7778.3,0,-5.997,2541,11994.36,10.5765,27,,TRUE
4.305,6.8636,1,5488.26,1.238714,-7198.98,-7.4382,-2218.07,-69.36,-3.453,5.2902,-1.96,-6970.5,0,-3.6453,2299.56,12816.566,9.8391,26.4,20.4,TRUE
4.222,9.326,0,2161.71,1.3645,-5801.88,-9.2001,-2049.88,-43.263,-3.5414,7.894,-0.96,-7254.75,0,-4.569,1821.39,12968.92,10.557,-76.2,21.4,FALSE
3.718,8.884,1,2245.68,1.3776,-8128.8,-9.0636,-2141.59,-112.19,-4.1604,6.6018,-1.96,-6996.3,1,-4.773,2837.7,12802.36,10.7226,-218.38,,FALSE
2.6939,10.962,0,2361.42,1.6515,-5278.68,-10.521,-2091.3,-54.76,-3.7234,7.514,-0.96,-6555.9,0,-3.6057,1456.8,12576.56,11.3703,5.6,,TRUE
2.8435,8.2728,0,2750.46,2.559,-8034.54,-9.8313,-2605.87,-46.46,-4.375,5.5788,-0.96,-4667.7,1,-1.27362,23246.1,12838.312,12.0318,-156.24,,TRUE
2.6208,13.46,0,2290.911,1.3719,-7320.78,-8.1147,-2223.57,-53.92,-4.382,6.5952,-0.96,-3455.7,1,-5.022,1988.94,13031.96,13.068,-133.16,,FALSE
4.467,8.57,0,2949.06,1.24892,-7398.18,-9.972,-2146.97,-44.969,-3.8968,9.894,-0.96,-6887.7,1,-12.594,2355.84,12915.22,10.8942,-2.8,21.62,TRUE
2.7409,8.4668,0,2201.31,1.6421,-7984.89,-12.54,-2339.47,-51.298,-6.377,5.5728,-0.96,-4553.7,0,-2.4735,1464.9,12814.196,9.9672,6,22.66,FALSE
2.7787,7.8064,0,2567.19,2.746,-3574.98,-7.6491,-3119.17,-53.91,-3.4668,4.78642,-1.96,-5755.9,1,-8.766,1916.19,12987.32,14.154,-200.36,,TRUE
3.803,9.184,0,2547.93,1.6399,-7960.47,-8.6448,-2162.06,-58.23,-6.365,6.656,-0.96,-6845.5,0,-1.5318,8276.1,12703.08,9.8385,-106.24,,TRUE
2.56222,6.9398,1,900.96,1.3409,-7882.626,-9.987,-1919.17,-47.305,-5.448,6.5592,-0.96,-12887.7,1,-1.5588,6239.1,12843.46,11.0976,-373.82,,FALSE
2.6893,8.4298,0,2385.48,1.30708,-7172.28,-9.7509,-1975.87,-45.448,-4.568,5.6568,-0.96,-7482.3,1,-4.455,1726.2,13824.76,10.5255,90.4,19.5,FALSE
3.0673,11.452,0,2444.79,4.684,-7847.28,-8.4666,-1848.97,-44.273,-4.369,5.6658,-1.96,-7286.24,1,-1.7187,7208.1,12668.56,11.994,-360.8,,TRUE
3.3312,7.2906,1,2567.34,1.3339,-5587.68,-7.8393,-2006.71,-46.69,-3.8185,9.182,-1.96,-7974.5,1,-3.5832,3694.8,12917.44,14.772,-230.24,,FALSE
2.8834,7.0986,1,1983.66,2.517,-4750.98,-7.0896,-2437.07,-44.089,-3.5023,5.2672,-1.96,-6749.3,0,-2.9355,3578.1,12867.68,10.1019,635.8,,FALSE
5.239,6.887,1,526.86,5.422,-7637.31,-8.5989,-1272.47,-46.38,-6.942,5.1318,-0.96,-7512.5,0,-1.7832,5582.1,12852.34,15.447,-258.18,25.04,TRUE
4.719,10.744,1,2458.77,1.232248,1711.02,-7.761,-1431.47,-42.6023,-3.39196,4.8914,-1.96,-7231.092,1,-7.953,2032.44,12791.32,14.874,-271.18,,TRUE
3.3281,8.4802,0,2354.61,1.7006,-7620.9,-9.414,-2058.4,-55.02,-4.784,5.9152,-1.96,-7136.68,1,-3.7926,2392.56,12832.342,13.26,-237.06,,FALSE
3.067,8.4662,0,2353.5,2.76,-7605.72,-7.3836,-1936.07,-52.88,-6.453,6.4236,-0.96,-7696.5,1,-5.781,1956,12797.66,11.0022,-109.32,21.98,FALSE
3.727,10.906,1,2503.71,2.286,-8040.3,-7.7142,-2292.07,-46.63,-3.7289,5.7894,-1.96,-6586.5,1,-2.8029,1260,13291.76,10.2165,-81.6,,TRUE
2.6712,8.2832,1,2793.06,1.4438,-7254.78,-8.1552,-2190.67,-49.039,-4.752,6.5186,-0.96,-5780.5,1,-10.281,2463.9,12823.748,13.821,-152.2,23.56,TRUE
3.2073,7.0262,0,3891.96,2.369,-7513.38,-8.8989,-2032.45,-47.322,-4.658,8.348,-1.96,-7346.44,1,-1.6908,6818.1,12977.28,13.71,-268.16,,TRUE
3.4782,6.8234,0,3416.76,1.24385,-4096.98,-7.299,-2317.87,-43.544,-3.5429,6.431,-0.96,-6576.3,0,-3.7968,1317.9,12790.86,11.7891,43.6,21.82,FALSE
5.377,7.1652,1,4080.36,1.7814,-7660.47,-12.045,-1862.07,-45.321,-6.537,6.0136,-1.96,-7242.4,0,-2.2206,-78.6,12651.26,15.156,-285.2,25.66,TRUE
2.7989,7.1398,1,3878.16,1.7216,-8092.65,-9.981,-2271.37,-51.337,-3.6847,5.5184,-1.96,-5376.3,0,-3.0105,3343.2,12872.16,11.4282,-241.7,25.02,TRUE
3.692,6.8854,0,3144.06,1.4196,-8562.78,-8.3007,-1832.27,-72.87,-3.5779,5.0896,-1.96,-7184.68,1,-1.6158,8396.1,12785.04,14.061,-324.4,,TRUE
4.893,7.0606,0,2068.38,1.6266,-6974.28,-8.3232,-1972.47,-47.812,-3.40574,8.562,-0.96,-7431.52,1,-1.6722,8786.1,12183.76,17.577,-324.84,23.44,TRUE
2.58094,9.228,1,2364.72,1.7672,-7937.4,-7.4304,-1593.07,-62.6,-6.814,5.2784,-0.96,-7864.7,1,-4.584,2256.87,12853.5,10.2672,-677,,FALSE
3.2876,13.428,0,2240.64,2.612,-7399.68,-10.305,-3093.17,-42.5921,-4.838,5.091,-0.96,-6521.7,0,-1.8453,192.9,13155.76,10.5387,516.6,18.96,FALSE
3.0165,6.9396,0,2454.33,2.237,-6049.08,-7.12503,-2237.47,-71.94,-3.6857,5.8554,-1.96,-6891.3,1,-2.7312,3467.4,12797.2,12.4884,-111.86,,FALSE
2.60607,7.3906,0,2289.972,1.2307682,-8841.18,-9.6966,-1735.77,-51.96,-3.4883,5.4578,-0.96,-7409.42,1,-3.9276,2018.16,12867.68,10.6587,-510.4,,FALSE
2.9181,7.5078,1,3176.76,1.31782,-7957.05,-8.4381,-1930.67,-43.523,-5.541,5.391,-1.96,-6366.1,1,-3.1932,1847.88,12819.478,20.703,-314.822,24.76,TRUE
2.9492,8.978,0,2313.462,1.24309,-8644.68,-6.98919,-2069.081,-50.155,-3.7021,10.068,-0.96,-6907.9,1,-1.7439,7067.1,12801.72,10.2003,-435.06,,TRUE
5.676,11.494,1,2439.87,2.286,-6567.78,-7.6488,-1855.67,-48.435,-4.0001,5.2456,-1.96,-7294.74,0,-1.8552,5612.1,12777.48,14.826,-235.32,,TRUE
5.024,8.1296,0,2377.5,1.4082,-6934.08,-9.0087,-2016.27,-46.001,-3.8919,7.688,-0.96,-7260.186,1,-3.411,1470.9,12799.58,11.5413,-221.78,,FALSE
4.711,7.8872,1,2234.64,1.30719,-8538.48,-7.8249,-4199.17,-53.05,-3.7372,4.76584,-0.96,-6920.1,1,-1.9008,374.7,12820.542,10.8252,-157.18,,FALSE
3.913,10.126,1,2506.89,1.574,-6515.88,-12.123,-2329.67,-47.262,-3.8776,6.694,-0.96,-6645.1,1,-4.812,1641.3,12802.1,9.78738,2542.4,,TRUE
4.674,7.0372,0,2363.88,1.32477,-8268.18,-7.179,-1800.17,-49.215,-3.9557,5.3586,-0.96,-7204.02,1,-2.7009,2083.257,12774.92,14.79,-341.12,,FALSE
4.321,8.4296,1,2873.76,1.4591,-5013.78,-13.044,-1279.57,-56.41,-3.4819,4.8888,-0.96,-7288.5,0,-8.475,2588.4,12891.92,12.672,-288.114,24.14,TRUE
4.038,10.454,0,2316.39,1.26149,-7644.33,-12.486,-2488.57,-46.957,-4.0288,5.562,-0.96,-6911.7,0,-2.2884,4626.9,12863.52,16.152,-227.92,24.14,TRUE
3.985,6.9332,0,4335.06,1.232896,-7758.24,-8.2092,-2030.28,-41.94691,-3.7447,6.874,-1.96,-7040.3,1,-5.661,1906.8,12840.104,11.9256,-325.18,,TRUE
2.8127,8.268,1,2840.46,1.26113,-2281.98,-8.6034,-2552.97,-78.5,-3.4402,4.9778,-1.96,-6243.5,1,-3.4857,3355.5,12899.94,10.1058,453.2,,TRUE
3.2482,11.018,1,2503.05,1.2304932,-6959.88,-10.557,-1910.57,-57.71,-4.0766,5.9208,-1.96,-7466.9,1,-5.118,2911.2,12845.284,16.344,-274.68,22.88,TRUE
3.3869,8.3468,1,2393.16,1.29733,-10260.18,-8.8383,-2349.37,-45.903,-3.42413,6.0046,-0.96,-6511.3,1,-4.419,2938.2,12883.9,11.9184,-189.34,,FALSE
3.3457,6.7672,0,5590.26,1.2623,-6216.78,-9.2319,-1804.27,-42.8032,-3.8069,5.2396,-1.96,-7420.3,0,-5.703,2556.3,12634.02,16.215,-258.26,25.04,TRUE
2.947,11.108,0,2259.891,1.26095,-7020.78,-8.4564,-2031.14,-63.22,-3.9221,7.234,-0.96,-7644.9,1,-9.267,2381.73,12834.222,18.27,-271.52,,TRUE
2.60537,7.8126,1,1940.76,1.6357,-4942.68,-7.08606,-1080.77,-53.53,-3.6762,5.0238,-1.96,-14719.7,0,-3.1554,3294.6,12823.154,9.8106,671.4,,FALSE
3.668,9.816,0,2220.09,2.0516,-7474.08,-8.1885,-2288.57,-51.07,-4.389,5.5336,-1.96,-7097.36,0,-1.7112,6101.1,12890.2,10.3983,234.6,,TRUE
4.058,10.444,0,2273.229,2.907,-6673.38,-7.6362,-2869.17,-76.86,-3.9664,4.76886,-1.96,-7219.66,1,-11.715,2282.79,12818.296,18.36,-236.3,,FALSE
2.9867,7.3276,1,1545.06,2.382,-7979.07,-7.7637,-1910.77,-49.889,-3.9674,6.0104,-1.96,-7364.3,0,-2.7141,1376.4,12809.24,14.28,-322.38,20.44,FALSE
3.2823,10.116,0,2306.196,3.283,-12487.98,-10.506,-2037.24,-43.182,-3.41475,7.102,-0.96,-7166.82,1,-11.178,2536.8,12882.44,10.755,-448.32,23.26,TRUE
6.954,7.6016,1,2757.36,1.2300754,-9569.88,-8.7723,-3021.67,-50.522,-3.4325,5.017,-1.96,-7043.5,1,-1.27092,-10635.9,12874.18,11.901,-201.56,,FALSE
3.0043,8.832,0,2058.75,1.2669,-7006.38,-7.5324,-2080.424,-61.72,-3.9309,7.488,-0.96,-7247.9156,0,-10.002,2084.184,8610.16,9.9606,540.6,21.4,FALSE
3.677,6.66546,0,1361.16,1.357,-7599.84,-7.7451,-2244.47,-123.64,-4.985,5.3686,-0.96,-7073.86,0,-2.1366,2472.3,12808.24,10.3539,195.2,21.86,FALSE
3.0165,6.8452,0,3271.86,1.3782,-7248.78,-8.4699,-2059.71,-66.46,-4.645,8.574,-1.96,-7438.72,0,-2.5023,3144,12670.62,13.743,-202.26,25.48,TRUE
2.8351,7.5424,1,3399.96,3.444,-7357.98,-10.647,-2109.1,-52.12,-4.394,7.982,-1.96,-5997.9,0,-3.51,2201.31,12821.854,11.2617,-103.44,,TRUE
2.7029,6.8126,1,6028.26,1.25033,-9540.78,-7.6479,-2271.87,-47.959,-3.5376,6.1288,-1.96,-3483.7,1,-3.6432,3327.9,12890.66,9.68427,147.6,21.6,TRUE
2.8682,6.69666,1,13318.26,1.2300023,-7999.8,-9.1005,-2034.84,-46.402,-5.303,10.448,-0.96,-6450.3,0,-8.151,2262.96,12606.96,11.1879,-513.6,,TRUE
2.8515,8.374,0,1811.46,1.4105,-7565.28,-7.4808,-1731.77,-43.572,-3.5277,5.7506,-1.96,-8516.9,0,-6.558,2296.5,14102.36,11.5923,-367.52,,FALSE
2.7841,10.9,1,2649.96,1.6653,-4864.98,-8.9091,-1872.47,-50.436,-3.5974,5.6434,-1.96,-6798.7,0,-1.40103,-382.8,12978.64,11.1171,-202.54,,TRUE
3.0567,7.149,1,3579.66,1.28439,-9008.58,-7.2543,-2046.71,-64.76,-3.9803,12.66,-0.96,-7119.94,0,-4.77,3709.2,12821.976,14.709,-399.34,21.66,TRUE
4.035,7.2074,1,1446.36,1.26636,-7962.39,-7.8939,-2075.544,-42.979,-4.823,6.0292,-1.96,-7099.76,1,-2.6229,1244.1,12794.06,17.229,-292.984,18.84,FALSE
3.3192,7.1018,0,2630.76,1.234146,-5692.38,-8.6388,-2341.97,-66.55,-3.7631,5.0732,-1.96,-7188.54,1,-10.917,2281.41,12894.74,10.0353,897.2,20.38,FALSE
2.7876,12.472,0,2268.186,1.25769,-8503.08,-7.5261,-2695.97,-57.89,-3.869,5.3626,-0.96,-3915.7,0,-1.5582,-1794.9,13125.16,11.661,-170.64,17.28,FALSE
3.4862,6.9564,1,1225.56,1.3362,-9519.18,-10.023,-1754.77,-58.1,-3.5539,5.345,-0.96,-7289.3,1,-5.049,2370.72,12836.672,11.8986,-409,19.68,FALSE
2.8473,7.3774,1,3350.16,1.31339,-7154.58,-7.2642,-2501.57,-75.18,-4.0862,4.9664,-0.96,-6277.9,0,-1.7985,4984.5,12807.82,17.826,-251.48,,TRUE
2.7499,12.64,0,2246.16,1.234794,-5198.28,-12.033,-3591.17,-44.064,-3.5321,4.81168,-1.96,-6404.7,0,-5.373,2899.5,12818.212,13.197,-133.62,21.34,TRUE
2.6153,13.178,1,2382.3,1.28913,-7824.84,-9.882,-2233.37,-55.6,-4.831,6.4656,-1.96,-2109.7,0,-2.7474,3805.8,12846.018,17.901,-262.12,22.86,TRUE
3.745,6.75998,0,7939.26,1.31568,-7288.08,-8.2392,-2801.37,-44.59,-4.0091,5.0218,-0.96,-6795.3,1,-2.3586,4114.8,12829,13.494,-192.52,,TRUE
3.2258,7.0268,1,1813.86,1.30273,-8133.51,-7.9281,-2115.34,-44.402,-4.847,13.04,-0.96,-6239.3,1,-5.673,1874.43,13011.52,11.148,-201.12,,FALSE
3.2485,6.9918,0,2259.342,1.3899,-7198.08,-7.3218,-2438.67,-46.362,-4.1904,4.9704,-0.96,-6927.9,0,-1.6731,972,12810.854,12.579,-149.28,20.16,FALSE
2.6568,8.36,1,2485.32,1.4562,-8051.91,-9.534,-2184.47,-74.38,-4.592,6.2066,-0.96,-2975.7,0,-5.22,1818.45,12849.36,14.694,-286.272,,FALSE
3.1549,10.248,0,2217.69,2.0123,-6975.78,-10.263,-2001.91,-43.285,-4.068,7.456,-1.96,-7803.3,0,-11.559,2328.57,12687.94,9.8412,487.4,,TRUE
4.254,7.9846,1,2520.96,1.6069,-2563.98,-9.4266,-1923.97,-59.21,-3.40749,6.279,-1.96,-7287.14,1,-7.164,2000.85,12555.76,15.45,-294.45,23.04,TRUE
3.2136,8.68,0,2278.599,1.239684,-7941.69,-7.7754,-2065.47,-47.181,-4.1043,10.072,-0.96,-7142.04,0,-4.23,2853,12747.56,9.8613,-267.38,,TRUE
2.7112,7.052,0,2592.06,1.238825,-6249.48,-9.5013,-1944.57,-44.625,-3.8607,6.2808,-1.96,-8171.3,1,-7.605,1948.41,12782.74,10.314,70.2,21.2,FALSE
3.956,8.2518,0,2098.5,1.239695,-7980.15,-10.875,-1828.27,-48.852,-6.017,4.79874,-1.96,-7131.72,1,-8.001,2210.28,12801.12,12.771,-316.404,23.62,FALSE
2.8933,12.198,0,2258.43,1.3416,-7379.58,-6.98247,-2459.17,-43.607,-4.51,5.6176,-0.96,-5997.3,0,-1.6482,1453.2,12825.542,11.6832,15.8,,FALSE
3.882,7.1044,1,1492.26,1.7658,-5585.88,-10.152,-1887.97,-44.515,-3.6464,6.029,-1.96,-7575.7,0,-1.5666,6263.1,12705.58,13.518,-235.7,17.68,FALSE
3.0884,8.866,0,2262.384,1.24338,-7208.88,-7.3344,-1381.27,-46.67,-4.1861,4.8582,-0.96,-7696.9,0,-2.9544,3653.7,12842.12,12.3504,-214.7,24.06,TRUE
4.56,7.418,0,2059.71,1.9764,-6544.38,-7.7088,-2047.37,-60.6,-3.9182,12.36,-0.96,-7440.64,0,-1.8096,5240.1,12810.768,10.0419,261.2,25.36,TRUE
3.3671,9.252,1,2569.26,1.3798,-8732.88,-9.1008,-1444.27,-42.2023,-3.536,5.0096,-0.96,-6936.3,1,-6.225,1725.9,12757.48,15.306,-350.64,24.12,TRUE
2.7472,7.7478,0,2094,1.4503,-7145.28,-9.069,-2020.39,-46.369,-4.0348,6.54,-1.96,-7364.04,1,-2.7594,1435.2,12807.66,10.3725,-10.6,21.78,FALSE
2.96,7.3854,0,2644.86,1.5867,-7275.48,-7.9161,-2082.317,-43.209,-3.8205,4.8105,-0.96,-6925.3,1,-3.9111,2649.9,12829.526,14.715,-261,21.84,FALSE
3.0353,8.63,1,2073,2.0085,-7668.42,-12.267,-2037.95,-55.57,-5.351,10.492,-1.96,-7907.5,0,-1.6887,6191.1,12757.6,11.6973,-229.9,,FALSE
2.9142,8.728,0,2186.7,4.076,-7655.49,-7.8981,-1910.67,-43.637,-5.188,4.969,-1.96,-7274.34,0,-2.2704,2426.4,12783.22,12.1074,-201.12,,FALSE
2.6267,6.72948,0,1123.86,2.544,-5422.68,-7.6626,-2418.17,-49.461,-3.5556,5.6434,-0.96,-5099.7,1,-3.8001,3533.7,12816.638,15.948,-196.14,,TRUE
4.154,7.7508,0,2096.55,1.7779,-8140.68,-8.3613,-2023.39,-59.08,-5.981,8.474,-1.96,-7104,1,-2.247,790.2,12721.5,9.8916,-1392.4,23.42,FALSE
2.7819,6.888,0,4984.86,1.2304221,-649.98,-9.0843,-1251.07,-56.38,-3.42305,4.864,-0.96,-7726.9,0,-5.997,2655.3,13052.96,14.178,-261.88,,TRUE
3.2059,6.75516,1,7363.26,1.28492,-5863.68,-7.09119,-1640.47,-43.494,-3.6335,5.0236,-0.96,-7148,1,-4.686,2065.11,12837.488,12.822,-256.8,,TRUE
2.753,9.988,0,2617.26,1.28265,-7734,-7.5426,-2248.17,-46.678,-3.9742,6.4478,-0.96,-4483.7,0,-1.5759,7889.1,12662.08,14.388,-239.58,,TRUE
3.3646,9.774,0,2416.95,1.6695,-8287.08,-11.004,-2155.64,-51.115,-4.0729,7.05,-1.96,-6463.9,1,-8.604,2000.37,12774.26,11.4519,-280.11,27.94,TRUE
